"","id_pedido","data_pedido","data_envio","modo_envio","tipo_prioridade"
"346","ES-2012-4272278",2012-11-13,2012-11-17,"Classe Padrao","Alto"
"347","CA-2013-107104",2013-11-27,2013-12-01,"Classe Padrao","Medio"
"348","CA-2012-156104",2012-12-06,2012-12-08,"Segunda Classe","Critico"
"349","ES-2014-4856325",2014-05-16,2014-05-19,"Primeira Classe","Alto"
"350","CA-2014-145219",2014-12-25,2014-12-26,"Primeira Classe","Critico"
"351","MX-2014-120026",2014-12-22,2014-12-24,"Primeira Classe","Alto"
"352","ID-2013-12295",2013-09-14,2013-09-14,"Mesmo Dia","Medio"
"353","ID-2013-10636",2013-01-07,2013-01-13,"Classe Padrao","Medio"
"354","ES-2014-5554891",2014-06-27,2014-06-27,"Mesmo Dia","Critico"
"355","ES-2012-5464624",2012-07-13,2012-07-16,"Segunda Classe","Critico"
"356","IN-2014-59426",2014-02-11,2014-02-11,"Mesmo Dia","Critico"
"357","IN-2014-59202",2014-05-29,2014-06-05,"Classe Padrao","Baixo"
"358","IN-2014-44257",2014-04-16,2014-04-18,"Segunda Classe","Alto"
"359","ES-2014-3860822",2014-11-27,2014-11-29,"Primeira Classe","Critico"
"360","IN-2011-23530",2011-11-09,2011-11-11,"Primeira Classe","Critico"
"361","ES-2014-5991471",2014-09-18,2014-09-18,"Mesmo Dia","Alto"
"362","MX-2014-127656",2014-02-24,2014-02-27,"Primeira Classe","Alto"
"363","MX-2013-154886",2013-09-03,2013-09-05,"Primeira Classe","Critico"
"364","IN-2013-36963",2013-12-23,2013-12-25,"Primeira Classe","Critico"
"365","GH-2014-6410",2014-06-17,2014-06-19,"Primeira Classe","Critico"
"366","ID-2014-41597",2014-03-15,2014-03-17,"Segunda Classe","Alto"
"367","IN-2014-47449",2014-07-12,2014-07-13,"Primeira Classe","Medio"
"368","ES-2014-4622860",2014-06-09,2014-06-12,"Primeira Classe","Critico"
"369","ES-2014-2538638",2014-10-15,2014-10-17,"Segunda Classe","Critico"
"370","IN-2014-32084",2014-08-06,2014-08-09,"Segunda Classe","Alto"
"371","ES-2012-3954494",2012-12-07,2012-12-07,"Mesmo Dia","Alto"
"372","ID-2012-79551",2012-12-25,2012-12-28,"Segunda Classe","Medio"
"373","IR-2013-1770",2013-06-17,2013-06-18,"Primeira Classe","Medio"
"374","IN-2014-13597",2014-11-03,2014-11-07,"Classe Padrao","Medio"
"375","ES-2012-5967582",2012-05-28,2012-05-31,"Primeira Classe","Critico"
"376","ES-2013-1215823",2013-08-17,2013-08-20,"Segunda Classe","Critico"
"377","UP-2011-5440",2011-06-03,2011-06-05,"Primeira Classe","Critico"
"378","IT-2011-1646767",2011-07-14,2011-07-15,"Primeira Classe","Critico"
"379","CA-2011-122931",2011-09-29,2011-10-03,"Classe Padrao","Alto"
"380","ES-2011-3805636",2011-10-17,2011-10-24,"Classe Padrao","Baixo"
"381","IN-2011-40155",2011-11-14,2011-11-20,"Classe Padrao","Medio"
"382","ES-2014-5084020",2014-07-14,2014-07-18,"Segunda Classe","Alto"
"383","MX-2014-108532",2014-06-03,2014-06-05,"Primeira Classe","Alto"
"384","IN-2014-74847",2014-12-15,2014-12-17,"Segunda Classe","Alto"
"385","MZ-2014-140",2014-06-28,2014-06-28,"Mesmo Dia","Critico"
"386","US-2014-154487",2014-12-20,2014-12-24,"Classe Padrao","Alto"
"387","IN-2012-72964",2012-02-06,2012-02-09,"Primeira Classe","Critico"
"388","MX-2011-146584",2011-01-21,2011-01-27,"Classe Padrao","Baixo"
"389","MX-2012-144848",2012-08-03,2012-08-05,"Primeira Classe","Medio"
"390","ID-2014-27163",2014-10-27,2014-10-31,"Segunda Classe","Alto"
"391","IN-2012-26274",2012-02-27,2012-03-04,"Classe Padrao","Medio"
"392","IR-2012-660",2012-06-11,2012-06-12,"Primeira Classe","Critico"
"393","IN-2011-44901",2011-02-23,2011-02-26,"Primeira Classe","Alto"
"394","CA-2014-152975",2014-09-15,2014-09-17,"Primeira Classe","Alto"
"395","MX-2013-123463",2013-07-20,2013-07-27,"Classe Padrao","Baixo"
"396","MX-2013-165064",2013-03-29,2013-04-01,"Segunda Classe","Alto"
"397","IN-2014-48261",2014-10-23,2014-10-25,"Primeira Classe","Critico"
"398","MX-2014-126711",2014-06-24,2014-06-26,"Segunda Classe","Alto"
"399","MX-2013-141474",2013-10-30,2013-11-05,"Classe Padrao","Baixo"
"400","IN-2013-20177",2013-05-04,2013-05-06,"Primeira Classe","Alto"
"401","CA-2014-141733",2014-05-08,2014-05-12,"Classe Padrao","Alto"
"402","ZA-2011-8980",2011-09-08,2011-09-10,"Segunda Classe","Critico"
"403","ES-2012-2183106",2012-04-22,2012-04-26,"Classe Padrao","Medio"
"404","SF-2013-9730",2013-10-30,2013-11-04,"Segunda Classe","Alto"
"405","IN-2011-74490",2011-04-16,2011-04-17,"Primeira Classe","Alto"
"406","CA-2012-102281",2012-10-12,2012-10-14,"Primeira Classe","Critico"
"407","CA-2014-120138",2014-05-26,2014-05-26,"Mesmo Dia","Critico"
"408","IN-2014-10979",2014-10-31,2014-11-04,"Classe Padrao","Medio"
"409","IN-2013-72740",2013-04-12,2013-04-14,"Primeira Classe","Critico"
"410","IN-2013-15277",2013-11-11,2013-11-11,"Mesmo Dia","Critico"
"411","IT-2012-2619984",2012-10-13,2012-10-17,"Classe Padrao","Alto"
"412","ID-2012-81056",2012-10-13,2012-10-16,"Segunda Classe","Critico"
"413","IN-2014-27303",2014-01-30,2014-02-03,"Classe Padrao","Alto"
"414","CG-2012-6760",2012-10-12,2012-10-16,"Segunda Classe","Medio"
"415","CA-2013-114489",2013-12-06,2013-12-10,"Classe Padrao","Alto"
"416","CA-2014-160885",2014-12-03,2014-12-07,"Classe Padrao","Alto"
"417","ID-2013-69345",2013-09-19,2013-09-23,"Classe Padrao","Alto"
"418","MX-2012-122756",2012-12-31,2013-01-05,"Classe Padrao","Alto"
"419","ES-2014-4107155",2014-12-29,2014-12-31,"Segunda Classe","Alto"
"420","MX-2013-147844",2013-11-15,2013-11-19,"Classe Padrao","Alto"
"421","CA-2011-116246",2011-09-12,2011-09-17,"Segunda Classe","Medio"
"422","CA-2014-143686",2014-05-15,2014-05-15,"Mesmo Dia","Alto"
"423","ID-2014-27765",2014-09-08,2014-09-11,"Primeira Classe","Medio"
"424","ES-2013-5135305",2013-06-17,2013-06-19,"Primeira Classe","Alto"
"425","MX-2011-131478",2011-12-08,2011-12-08,"Mesmo Dia","Alto"
"426","IN-2014-57837",2014-09-19,2014-09-21,"Segunda Classe","Alto"
"427","CA-2013-133711",2013-11-27,2013-11-30,"Primeira Classe","Medio"
"428","IZ-2014-7800",2014-02-10,2014-02-14,"Classe Padrao","Alto"
"429","ES-2014-1107818",2014-02-08,2014-02-11,"Primeira Classe","Alto"
"430","ID-2013-60896",2013-08-05,2013-08-07,"Primeira Classe","Critico"
"431","IR-2014-890",2014-04-15,2014-04-18,"Primeira Classe","Critico"
"432","CA-2011-163223",2011-03-21,2011-03-25,"Classe Padrao","Medio"
"433","IN-2014-16887",2014-05-05,2014-05-07,"Segunda Classe","Alto"
"434","ES-2013-1525878",2013-11-04,2013-11-06,"Segunda Classe","Critico"
"435","ES-2014-3691479",2014-06-10,2014-06-12,"Primeira Classe","Medio"
"436","ES-2012-3533091",2012-08-31,2012-09-02,"Segunda Classe","Critico"
"437","IN-2013-72390",2013-06-20,2013-06-22,"Segunda Classe","Critico"
"438","HU-2014-960",2014-08-23,2014-08-28,"Classe Padrao","Medio"
"439","US-2012-110436",2012-05-28,2012-05-29,"Primeira Classe","Critico"
"440","LI-2014-5380",2014-05-19,2014-05-21,"Segunda Classe","Critico"
"441","SF-2013-8920",2013-04-29,2013-04-30,"Primeira Classe","Critico"
"442","MX-2014-117051",2014-10-12,2014-10-15,"Primeira Classe","Alto"
"443","MX-2014-133830",2014-04-15,2014-04-17,"Primeira Classe","Critico"
"444","ES-2014-3540255",2014-11-28,2014-12-03,"Classe Padrao","Alto"
"445","GG-2012-8530",2012-05-11,2012-05-13,"Segunda Classe","Alto"
"446","IN-2013-60546",2013-06-18,2013-06-24,"Classe Padrao","Medio"
"447","IN-2012-44278",2012-05-04,2012-05-06,"Segunda Classe","Alto"
"448","IN-2011-35178",2011-11-11,2011-11-15,"Classe Padrao","Medio"
"449","ES-2014-2421154",2014-12-24,2014-12-24,"Mesmo Dia","Medio"
"450","MX-2014-123512",2014-05-15,2014-05-19,"Classe Padrao","Alto"
"451","PL-2014-9210",2014-12-09,2014-12-12,"Primeira Classe","Alto"
"452","IN-2011-43375",2011-12-07,2011-12-11,"Classe Padrao","Alto"
"453","IT-2013-4559122",2013-09-10,2013-09-15,"Segunda Classe","Medio"
"454","AL-2011-7440",2011-03-03,2011-03-05,"Segunda Classe","Alto"
"455","ID-2012-39903",2012-01-02,2012-01-06,"Classe Padrao","Alto"
"456","ID-2012-48639",2012-10-30,2012-11-03,"Classe Padrao","Medio"
"457","IN-2013-42864",2013-11-19,2013-11-19,"Mesmo Dia","Alto"
"458","RS-2013-7430",2013-08-15,2013-08-17,"Segunda Classe","Medio"
"459","IN-2013-41975",2013-06-08,2013-06-08,"Mesmo Dia","Alto"
"460","IN-2014-78725",2014-10-02,2014-10-06,"Classe Padrao","Alto"
"461","ES-2014-4089082",2014-02-27,2014-03-03,"Classe Padrao","Alto"
"462","IN-2013-11938",2013-10-31,2013-11-04,"Classe Padrao","Medio"
"463","IN-2013-34170",2013-12-18,2013-12-25,"Classe Padrao","Medio"
"464","IN-2014-53427",2014-05-09,2014-05-15,"Classe Padrao","Baixo"
"465","IN-2014-41786",2014-07-04,2014-07-08,"Classe Padrao","Medio"
"466","ES-2012-1691714",2012-05-17,2012-05-21,"Classe Padrao","Alto"
"467","IN-2011-51740",2011-08-03,2011-08-06,"Segunda Classe","Critico"
"468","CA-2013-107783",2013-07-29,2013-07-30,"Primeira Classe","Alto"
"469","CD-2013-4900",2013-02-14,2013-02-16,"Segunda Classe","Critico"
"470","IN-2012-63787",2012-05-23,2012-05-23,"Mesmo Dia","Critico"
"471","MW-2014-7130",2014-08-04,2014-08-09,"Segunda Classe","Medio"
"472","MX-2013-147690",2013-11-13,2013-11-18,"Classe Padrao","Alto"
"473","IN-2014-34317",2014-02-12,2014-02-14,"Segunda Classe","Medio"
"474","MX-2014-127005",2014-11-11,2014-11-14,"Primeira Classe","Critico"
"475","IN-2013-26519",2013-03-30,2013-04-01,"Primeira Classe","Medio"
"476","CA-2013-1260",2013-08-24,2013-08-26,"Segunda Classe","Medio"
"477","CA-2014-123967",2014-11-02,2014-11-04,"Segunda Classe","Medio"
"478","IN-2013-57914",2013-08-19,2013-08-21,"Segunda Classe","Medio"
"479","ES-2014-2598901",2014-05-29,2014-05-31,"Segunda Classe","Critico"
"480","IR-2012-1470",2012-08-22,2012-08-29,"Classe Padrao","Baixo"
"481","WA-2014-7260",2014-07-05,2014-07-05,"Mesmo Dia","Alto"
"482","IT-2012-2093927",2012-03-14,2012-03-17,"Primeira Classe","Alto"
"483","CA-2014-113418",2014-10-02,2014-10-04,"Primeira Classe","Alto"
"484","MX-2014-167325",2014-09-16,2014-09-18,"Primeira Classe","Alto"
"485","IN-2014-68057",2014-08-07,2014-08-12,"Classe Padrao","Medio"
"486","IN-2013-16999",2013-09-09,2013-09-09,"Mesmo Dia","Alto"
"487","MX-2014-139164",2014-09-08,2014-09-11,"Primeira Classe","Critico"
"488","CA-2011-145387",2011-10-31,2011-11-02,"Segunda Classe","Medio"
"489","MX-2012-131758",2012-10-17,2012-10-21,"Classe Padrao","Alto"
"490","ID-2014-74238",2014-02-17,2014-02-18,"Primeira Classe","Alto"
"491","IN-2012-27583",2012-02-24,2012-02-29,"Classe Padrao","Medio"
"492","IN-2012-56073",2012-12-03,2012-12-10,"Classe Padrao","Medio"
"493","IN-2012-37698",2012-12-12,2012-12-14,"Primeira Classe","Critico"
"494","IN-2014-25063",2014-06-16,2014-06-21,"Classe Padrao","Alto"
"495","ES-2012-5420110",2012-12-20,2012-12-22,"Primeira Classe","Alto"
"496","MX-2014-169313",2014-05-13,2014-05-17,"Classe Padrao","Alto"
"497","CA-2014-158729",2014-12-20,2014-12-22,"Primeira Classe","Alto"
"498","IN-2014-80286",2014-11-07,2014-11-11,"Classe Padrao","Alto"
"499","IT-2013-3695467",2013-06-10,2013-06-14,"Classe Padrao","Medio"
"500","IN-2012-75904",2012-05-10,2012-05-12,"Primeira Classe","Alto"
"501","IN-2013-71333",2013-09-13,2013-09-13,"Mesmo Dia","Critico"
"502","IN-2013-25560",2013-07-25,2013-07-28,"Primeira Classe","Medio"
"503","IN-2014-25847",2014-10-11,2014-10-14,"Segunda Classe","Alto"
"504","MX-2011-125045",2011-11-22,2011-11-25,"Primeira Classe","Critico"
"505","CA-2013-128818",2013-05-08,2013-05-12,"Classe Padrao","Medio"
"506","US-2014-168046",2014-10-25,2014-10-25,"Mesmo Dia","Critico"
"507","US-2012-100377",2012-08-28,2012-09-01,"Classe Padrao","Medio"
"508","MA-2013-1850",2013-10-14,2013-10-15,"Primeira Classe","Critico"
"509","RS-2011-3350",2011-02-14,2011-02-16,"Segunda Classe","Critico"
"510","IR-2011-7220",2011-03-11,2011-03-13,"Segunda Classe","Critico"
"511","IN-2012-50207",2012-08-03,2012-08-08,"Classe Padrao","Alto"
"512","ID-2012-17601",2012-12-20,2012-12-23,"Primeira Classe","Critico"
"513","ES-2012-2224678",2012-08-03,2012-08-07,"Classe Padrao","Alto"
"514","IN-2012-50788",2012-06-20,2012-06-22,"Primeira Classe","Alto"
"515","MO-2013-60",2013-02-08,2013-02-09,"Primeira Classe","Critico"
"516","ES-2011-5752766",2011-09-28,2011-10-03,"Classe Padrao","Medio"
"517","IT-2012-5541212",2012-06-23,2012-06-26,"Segunda Classe","Alto"
"518","MX-2013-148453",2013-12-20,2013-12-22,"Primeira Classe","Medio"
"519","ID-2011-66475",2011-08-29,2011-09-05,"Classe Padrao","Baixo"
"520","ES-2014-5295631",2014-07-18,2014-07-18,"Mesmo Dia","Critico"
"521","IN-2011-76758",2011-12-06,2011-12-13,"Classe Padrao","Medio"
"522","ES-2014-1015287",2014-04-16,2014-04-16,"Mesmo Dia","Critico"
"523","CA-2014-136308",2014-11-17,2014-11-17,"Mesmo Dia","Alto"
"524","AU-2011-0",2011-09-02,2011-09-02,"Mesmo Dia","Critico"
"525","ES-2013-2003988",2013-08-01,2013-08-02,"Primeira Classe","Alto"
"526","ES-2014-1356130",2014-08-06,2014-08-07,"Primeira Classe","Critico"
"527","IN-2014-34632",2014-11-20,2014-11-23,"Primeira Classe","Medio"
"528","MX-2012-111178",2012-05-04,2012-05-09,"Classe Padrao","Medio"
"529","MO-2012-100",2012-08-27,2012-08-31,"Classe Padrao","Alto"
"530","UP-2013-910",2013-12-24,2013-12-29,"Segunda Classe","Medio"
"531","IT-2013-2494403",2013-01-29,2013-01-31,"Segunda Classe","Alto"
"532","CA-2013-162236",2013-11-05,2013-11-07,"Segunda Classe","Critico"
"533","IN-2012-44068",2012-11-30,2012-12-04,"Segunda Classe","Alto"
"534","MX-2013-137330",2013-05-21,2013-05-23,"Segunda Classe","Alto"
"535","CA-2011-108609",2011-10-31,2011-11-02,"Segunda Classe","Critico"
"536","ES-2014-1393638",2014-06-27,2014-06-28,"Primeira Classe","Medio"
"537","CA-2011-164973",2011-11-04,2011-11-09,"Classe Padrao","Alto"
"538","MX-2013-105585",2013-07-25,2013-07-28,"Primeira Classe","Medio"
"539","CA-2011-116666",2011-05-08,2011-05-10,"Primeira Classe","Medio"
"540","IN-2011-33183",2011-10-27,2011-10-29,"Segunda Classe","Medio"
"541","CA-2013-139997",2013-07-02,2013-07-04,"Primeira Classe","Medio"
"542","IN-2012-83471",2012-12-26,2012-12-27,"Primeira Classe","Critico"
"543","US-2012-126214",2012-12-21,2012-12-24,"Segunda Classe","Alto"
"544","IN-2012-80391",2012-05-07,2012-05-10,"Primeira Classe","Medio"
"545","IN-2011-19330",2011-01-08,2011-01-12,"Segunda Classe","Medio"
"546","CA-2013-147256",2013-10-18,2013-10-22,"Segunda Classe","Alto"
"547","CA-2012-8790",2012-07-07,2012-07-09,"Primeira Classe","Alto"
"548","IT-2011-4752666",2011-06-18,2011-06-20,"Segunda Classe","Alto"
"549","ES-2012-2287053",2012-01-10,2012-01-11,"Primeira Classe","Critico"
"550","ES-2014-4472745",2014-02-11,2014-02-15,"Classe Padrao","Alto"
"551","CA-2013-155845",2013-08-13,2013-08-16,"Segunda Classe","Alto"
"552","IN-2012-53420",2012-04-12,2012-04-14,"Segunda Classe","Critico"
"553","ES-2014-5474746",2014-01-03,2014-01-04,"Mesmo Dia","Alto"
"554","CA-2013-110492",2013-02-12,2013-02-14,"Primeira Classe","Critico"
"555","IN-2014-58460",2014-12-13,2014-12-19,"Classe Padrao","Medio"
"556","US-2014-102890",2014-07-01,2014-07-01,"Mesmo Dia","Alto"
"557","CA-2014-141789",2014-10-04,2014-10-07,"Primeira Classe","Medio"
"558","IT-2014-2185471",2014-10-07,2014-10-08,"Primeira Classe","Critico"
"559","UP-2013-1070",2013-06-20,2013-06-24,"Classe Padrao","Alto"
"560","IN-2014-79544",2014-07-11,2014-07-14,"Primeira Classe","Alto"
"561","ES-2014-3535439",2014-04-24,2014-04-27,"Segunda Classe","Medio"
"562","MX-2011-134705",2011-05-04,2011-05-08,"Classe Padrao","Alto"
"563","IN-2011-10055",2011-10-06,2011-10-10,"Classe Padrao","Medio"
"564","MX-2014-157077",2014-11-12,2014-11-16,"Classe Padrao","Alto"
"565","CA-2014-122490",2014-11-14,2014-11-19,"Classe Padrao","Medio"
"566","ES-2013-1706935",2013-04-05,2013-04-08,"Primeira Classe","Medio"
"567","US-2013-126452",2013-08-22,2013-08-29,"Classe Padrao","Baixo"
"568","IT-2014-3335279",2014-07-10,2014-07-14,"Segunda Classe","Alto"
"569","IN-2014-78186",2014-10-06,2014-10-12,"Classe Padrao","Medio"
"570","MX-2013-101077",2013-06-01,2013-06-07,"Classe Padrao","Baixo"
"571","SF-2012-9340",2012-08-20,2012-08-22,"Primeira Classe","Critico"
"572","RS-2011-7040",2011-08-30,2011-08-30,"Mesmo Dia","Alto"
"573","ES-2012-5708011",2012-12-04,2012-12-05,"Primeira Classe","Critico"
"574","ID-2014-42262",2014-10-13,2014-10-18,"Classe Padrao","Alto"
"575","IT-2013-4354136",2013-12-19,2013-12-21,"Segunda Classe","Critico"
"576","IN-2012-29130",2012-06-16,2012-06-22,"Classe Padrao","Medio"
"577","IN-2013-47071",2013-08-20,2013-08-20,"Mesmo Dia","Critico"
"578","MX-2012-132038",2012-06-21,2012-06-25,"Classe Padrao","Alto"
"579","MX-2012-167892",2012-05-23,2012-05-25,"Primeira Classe","Medio"
"580","ES-2013-4477075",2013-04-30,2013-05-03,"Primeira Classe","Medio"
"581","ES-2012-5168556",2012-06-15,2012-06-15,"Mesmo Dia","Alto"
"582","ES-2013-4100927",2013-12-18,2013-12-22,"Classe Padrao","Alto"
"583","CA-2014-131254",2014-11-20,2014-11-22,"Primeira Classe","Alto"
"584","ID-2014-29032",2014-07-21,2014-07-25,"Classe Padrao","Alto"
"585","US-2014-167402",2014-01-14,2014-01-19,"Segunda Classe","Medio"
"586","MX-2013-140382",2013-02-26,2013-03-01,"Primeira Classe","Medio"
"587","IT-2011-3410434",2011-11-26,2011-11-30,"Classe Padrao","Alto"
"588","IN-2012-51810",2012-08-20,2012-08-24,"Classe Padrao","Medio"
"589","IN-2012-76408",2012-05-24,2012-05-28,"Classe Padrao","Alto"
"590","MX-2011-115686",2011-11-04,2011-11-08,"Classe Padrao","Alto"
"591","IN-2011-17594",2011-09-22,2011-09-27,"Segunda Classe","Alto"
"592","IN-2013-85662",2013-10-17,2013-10-19,"Segunda Classe","Critico"
"593","IN-2013-42269",2013-06-05,2013-06-09,"Classe Padrao","Medio"
"594","ES-2013-5114628",2013-05-14,2013-05-16,"Segunda Classe","Alto"
"595","CA-2011-126683",2011-09-29,2011-10-01,"Segunda Classe","Alto"
"596","CA-2014-167752",2014-01-16,2014-01-19,"Primeira Classe","Alto"
"597","IN-2013-52552",2013-10-21,2013-10-24,"Segunda Classe","Critico"
"598","ES-2014-2648154",2014-08-11,2014-08-14,"Primeira Classe","Critico"
"599","MX-2013-115742",2013-05-04,2013-05-08,"Classe Padrao","Alto"
"600","IT-2013-1659438",2013-07-15,2013-07-15,"Mesmo Dia","Critico"
"601","CA-2011-167199",2011-01-07,2011-01-11,"Classe Padrao","Alto"
"602","MX-2014-107181",2014-12-02,2014-12-06,"Segunda Classe","Medio"
"603","MX-2014-124002",2014-01-08,2014-01-13,"Classe Padrao","Medio"
"604","US-2014-165456",2014-12-01,2014-12-04,"Primeira Classe","Critico"
"605","IN-2014-25091",2014-06-27,2014-06-27,"Mesmo Dia","Alto"
"606","IN-2011-24832",2011-03-12,2011-03-17,"Classe Padrao","Medio"
"607","ID-2013-71522",2013-01-15,2013-01-21,"Classe Padrao","Baixo"
"608","IT-2011-2051710",2011-11-19,2011-11-21,"Segunda Classe","Critico"
"609","IN-2012-60126",2012-08-28,2012-09-02,"Segunda Classe","Medio"
"610","QA-2014-940",2014-12-24,2014-12-28,"Classe Padrao","Alto"
"611","ES-2012-2930191",2012-06-16,2012-06-20,"Classe Padrao","Alto"
"612","IN-2013-50214",2013-07-11,2013-07-15,"Classe Padrao","Medio"
"613","IN-2012-33288",2012-05-22,2012-05-25,"Segunda Classe","Alto"
"614","ES-2014-2565448",2014-08-05,2014-08-09,"Classe Padrao","Alto"
"615","CG-2014-4630",2014-08-12,2014-08-15,"Segunda Classe","Critico"
"616","ES-2013-2453999",2013-01-05,2013-01-10,"Classe Padrao","Medio"
"617","ID-2014-68183",2014-12-29,2014-12-31,"Primeira Classe","Medio"
"618","IN-2013-48324",2013-02-27,2013-03-04,"Classe Padrao","Alto"
"619","IN-2013-83191",2013-12-16,2013-12-20,"Classe Padrao","Medio"
"620","US-2012-158323",2012-07-04,2012-07-04,"Mesmo Dia","Critico"
"621","ES-2012-3552576",2012-08-20,2012-08-24,"Classe Padrao","Alto"
"622","CA-2013-162355",2013-07-01,2013-07-03,"Segunda Classe","Critico"
"623","ES-2012-5359319",2012-07-03,2012-07-07,"Classe Padrao","Alto"
"624","ES-2014-3182169",2014-11-29,2014-12-04,"Classe Padrao","Medio"
"625","IN-2011-52209",2011-04-08,2011-04-13,"Classe Padrao","Alto"
"626","CA-2013-106530",2013-05-09,2013-05-09,"Mesmo Dia","Critico"
"627","US-2013-140158",2013-10-05,2013-10-09,"Classe Padrao","Medio"
"628","IN-2012-14920",2012-11-19,2012-11-23,"Classe Padrao","Alto"
"629","IN-2013-73608",2013-11-04,2013-11-08,"Segunda Classe","Alto"
"630","CA-2013-129630",2013-09-05,2013-09-05,"Mesmo Dia","Alto"
"631","ES-2013-1776729",2013-11-19,2013-11-24,"Classe Padrao","Alto"
"632","MX-2014-116267",2014-12-31,2015-01-03,"Segunda Classe","Alto"
"633","CA-2013-103982",2013-03-04,2013-03-09,"Classe Padrao","Medio"
"634","IT-2013-5930911",2013-03-19,2013-03-19,"Mesmo Dia","Critico"
"635","ES-2012-2674466",2012-03-21,2012-03-23,"Segunda Classe","Critico"
"636","IN-2014-54708",2014-05-24,2014-05-29,"Segunda Classe","Medio"
"637","ES-2013-5085939",2013-06-14,2013-06-16,"Primeira Classe","Medio"
"638","CA-2011-163748",2011-10-14,2011-10-18,"Classe Padrao","Alto"
"639","CA-2014-121559",2014-06-02,2014-06-04,"Segunda Classe","Alto"
"640","CA-2014-105214",2014-06-17,2014-06-20,"Primeira Classe","Medio"
"641","MX-2013-109141",2013-12-09,2013-12-11,"Segunda Classe","Critico"
